1;3;5;8;11;14;16;20;
1;3;5;8;11;14;17;18;
1;3;5;8;11;14;17;19;
1;3;5;8;11;14;17;20;
1;3;5;9;11;12;15;18;
1;3;5;9;11;12;15;19;
1;3;5;9;11;12;15;20;
1;3;5;9;11;12;16;18;
1;3;5;9;11;12;16;19;
1;3;5;9;11;12;16;20;
1;3;5;9;11;12;17;18;
1;3;5;9;11;12;17;19;
1;3;5;9;11;12;17;20;
1;3;5;9;11;13;15;18;
1;3;5;9;11;13;15;19;
1;3;5;9;11;13;15;20;
1;3;5;9;11;13;16;18;
1;3;5;9;11;13;16;19;
1;3;5;9;11;13;16;20;
1;3;5;9;11;13;17;18;
1;3;5;9;11;13;17;19;
1;3;5;9;11;13;17;20;
1;3;5;9;11;14;15;18;
1;3;5;9;11;14;15;19;
1;3;5;9;11;14;15;20;
1;3;5;9;11;14;16;18;
1;3;5;9;11;14;16;19;
1;3;5;9;11;14;16;20;
1;3;5;9;11;14;17;18;
1;3;5;9;11;14;17;19;
1;3;5;9;11;14;17;20;
1;3;5;10;11;12;15;18;
1;3;5;10;11;12;15;19;
1;3;5;10;11;12;15;20;
1;3;5;10;11;12;16;18;
1;3;5;10;11;12;16;19;
1;3;5;10;11;12;16;20;
1;3;5;10;11;12;17;18;
1;3;5;10;11;12;17;19;
1;3;5;10;11;12;17;20;
1;3;5;10;11;13;15;18;
1;3;5;10;11;13;15;19;
1;3;5;10;11;13;15;20;
1;3;5;10;11;13;16;18;
1;3;5;10;11;13;16;19;
1;3;5;10;11;13;16;20;
1;3;5;10;11;13;17;18;
1;3;5;10;11;13;17;19;
1;3;5;10;11;13;17;20;
1;3;5;10;11;14;15;18;
1;3;5;10;11;14;15;19;
1;3;5;10;11;14;15;20;
1;3;5;10;11;14;16;18;
1;3;5;10;11;14;16;19;
1;3;5;10;11;14;16;20;
1;3;5;10;11;14;17;18;
1;3;5;10;11;14;17;19;
1;3;5;10;11;14;17;20;
1;3;6;8;11;12;15;18;
1;3;6;8;11;12;15;19;
1;3;6;8;11;12;15;20;
1;3;6;8;11;12;16;18;
1;3;6;8;11;12;16;19;
1;3;6;8;11;12;16;20;
1;3;6;8;11;12;17;18;
1;3;6;8;11;12;17;19;
1;3;6;8;11;12;17;20;
1;3;6;8;11;13;15;18;
1;3;6;8;11;13;15;19;
1;3;6;8;11;13;15;20;
1;3;6;8;11;13;16;18;
1;3;6;8;11;13;16;19;
1;3;6;8;11;13;16;20;
1;3;6;8;11;13;17;18;
1;3;6;8;11;13;17;19;
1;3;6;8;11;13;17;20;
1;3;6;8;11;14;15;18;
1;3;6;8;11;14;15;19;
1;3;6;8;11;14;15;20;
1;3;6;8;11;14;16;18;
1;3;6;8;11;14;16;19;
1;3;6;8;11;14;16;20;
1;3;6;8;11;14;17;18;
1;3;6;8;11;14;17;19;
1;3;6;8;11;14;17;20;
1;3;6;9;11;12;15;18;
1;3;6;9;11;12;15;19;
1;3;6;9;11;12;15;20;
1;3;6;9;11;12;16;18;
1;3;6;9;11;12;16;19;
1;3;6;9;11;12;16;20;
1;3;6;9;11;12;17;18;
1;3;6;9;11;12;17;19;
1;3;6;9;11;12;17;20;
1;3;6;9;11;13;15;18;
1;3;6;9;11;13;15;19;
1;3;6;9;11;13;15;20;
1;3;6;9;11;13;16;18;
1;3;6;9;11;13;16;19;
1;3;6;9;11;13;16;20;
1;3;6;9;11;13;17;18;
1;3;6;9;11;13;17;19;
1;3;6;9;11;13;17;20;
1;3;6;9;11;14;15;18;
1;3;6;9;11;14;15;19;
1;3;6;9;11;14;15;20;
1;3;6;9;11;14;16;18;
1;3;6;9;11;14;16;19;
1;3;6;9;11;14;16;20;
1;3;6;9;11;14;17;18;
1;3;6;9;11;14;17;19;
1;3;6;9;11;14;17;20;
1;3;6;10;11;12;15;18;
1;3;6;10;11;12;15;19;
1;3;6;10;11;12;15;20;
1;3;6;10;11;12;16;18;
1;3;6;10;11;12;16;19;
1;3;6;10;11;12;16;20;
1;3;6;10;11;12;17;18;
1;3;6;10;11;12;17;19;
1;3;6;10;11;12;17;20;
1;3;6;10;11;13;15;18;
1;3;6;10;11;13;15;19;
1;3;6;10;11;13;15;20;
1;3;6;10;11;13;16;18;
1;3;6;10;11;13;16;19;
1;3;6;10;11;13;16;20;
1;3;6;10;11;13;17;18;
1;3;6;10;11;13;17;19;
1;3;6;10;11;13;17;20;
1;3;6;10;11;14;15;18;
1;3;6;10;11;14;15;19;
1;3;6;10;11;14;15;20;
1;3;6;10;11;14;16;18;
1;3;6;10;11;14;16;19;
1;3;6;10;11;14;16;20;
1;3;6;10;11;14;17;18;
1;3;6;10;11;14;17;19;
1;3;6;10;11;14;17;20;
1;3;7;8;11;12;15;18;
1;3;7;8;11;12;15;19;
1;3;7;8;11;12;15;20;
1;3;7;8;11;12;16;18;
1;3;7;8;11;12;16;19;
1;3;7;8;11;12;16;20;
1;3;7;8;11;12;17;18;
1;3;7;8;11;12;17;19;
1;3;7;8;11;12;17;20;
1;3;7;8;11;13;15;18;
1;3;7;8;11;13;15;19;
1;3;7;8;11;13;15;20;
1;3;7;8;11;13;16;18;
1;3;7;8;11;13;16;19;
1;3;7;8;11;13;16;20;
1;3;7;8;11;13;17;18;
1;3;7;8;11;13;17;19;
1;3;7;8;11;13;17;20;
1;3;7;8;11;14;15;18;
1;3;7;8;11;14;15;19;
1;3;7;8;11;14;15;20;
1;3;7;8;11;14;16;18;
1;3;7;8;11;14;16;19;
1;3;7;8;11;14;16;20;
1;3;7;8;11;14;17;18;
1;3;7;8;11;14;17;19;
1;3;7;8;11;14;17;20;
1;3;7;9;11;12;15;18;
1;3;7;9;11;12;15;19;
1;3;7;9;11;12;15;20;
1;3;7;9;11;12;16;18;
1;3;7;9;11;12;16;19;
1;3;7;9;11;12;16;20;
1;3;7;9;11;12;17;18;
1;3;7;9;11;12;17;19;
1;3;7;9;11;12;17;20;
1;3;7;9;11;13;15;18;
1;3;7;9;11;13;15;19;
1;3;7;9;11;13;15;20;
1;3;7;9;11;13;16;18;
1;3;7;9;11;13;16;19;
1;3;7;9;11;13;16;20;
1;3;7;9;11;13;17;18;
1;3;7;9;11;13;17;19;
1;3;7;9;11;13;17;20;
1;3;7;9;11;14;15;18;
1;3;7;9;11;14;15;19;
1;3;7;9;11;14;15;20;
1;3;7;9;11;14;16;18;
1;3;7;9;11;14;16;19;
1;3;7;9;11;14;16;20;
1;3;7;9;11;14;17;18;
1;3;7;9;11;14;17;19;
1;3;7;9;11;14;17;20;
1;3;7;10;11;12;15;18;
1;3;7;10;11;12;15;19;
1;3;7;10;11;12;15;20;
1;3;7;10;11;12;16;18;
1;3;7;10;11;12;16;19;
1;3;7;10;11;12;16;20;
1;3;7;10;11;12;17;18;
1;3;7;10;11;12;17;19;
1;3;7;10;11;12;17;20;
1;3;7;10;11;13;15;18;
1;3;7;10;11;13;15;19;
1;3;7;10;11;13;15;20;
1;3;7;10;11;13;16;18;
1;3;7;10;11;13;16;19;
1;3;7;10;11;13;16;20;
1;3;7;10;11;13;17;18;
1;3;7;10;11;13;17;19;
1;3;7;10;11;13;17;20;
1;3;7;10;11;14;15;18;
1;3;7;10;11;14;15;19;
1;3;7;10;11;14;15;20;
1;3;7;10;11;14;16;18;
1;3;7;10;11;14;16;19;
1;3;7;10;11;14;16;20;
1;3;7;10;11;14;17;18;
1;3;7;10;11;14;17;19;
1;3;7;10;11;14;17;20;
1;4;5;8;11;12;15;18;
1;4;5;8;11;12;15;19;
1;4;5;8;11;12;15;20;
1;4;5;8;11;12;16;18;
1;4;5;8;11;12;16;19;
1;4;5;8;11;12;16;20;
1;4;5;8;11;12;17;18;
1;4;5;8;11;12;17;19;
1;4;5;8;11;12;17;20;
1;4;5;8;11;13;15;18;
1;4;5;8;11;13;15;19;
1;4;5;8;11;13;15;20;
1;4;5;8;11;13;16;18;
1;4;5;8;11;13;16;19;
1;4;5;8;11;13;16;20;
1;4;5;8;11;13;17;18;
1;4;5;8;11;13;17;19;
1;4;5;8;11;13;17;20;
1;4;5;8;11;14;15;18;
1;4;5;8;11;14;15;19;
1;4;5;8;11;14;15;20;
1;4;5;8;11;14;16;18;
1;4;5;8;11;14;16;19;
1;4;5;8;11;14;16;20;
1;4;5;8;11;14;17;18;
1;4;5;8;11;14;17;19;
1;4;5;8;11;14;17;20;
1;4;5;9;11;12;15;18;
1;4;5;9;11;12;15;19;
1;4;5;9;11;12;15;20;
1;4;5;9;11;12;16;18;
1;4;5;9;11;12;16;19;
1;4;5;9;11;12;16;20;
1;4;5;9;11;12;17;18;
1;4;5;9;11;12;17;19;
1;4;5;9;11;12;17;20;
1;4;5;9;11;13;15;18;
1;4;5;9;11;13;15;19;
1;4;5;9;11;13;15;20;
1;4;5;9;11;13;16;18;
1;4;5;9;11;13;16;19;
1;4;5;9;11;13;16;20;
1;4;5;9;11;13;17;18;
1;4;5;9;11;13;17;19;
1;4;5;9;11;13;17;20;
1;4;5;9;11;14;15;18;
1;4;5;9;11;14;15;19;
1;4;5;9;11;14;15;20;
1;4;5;9;11;14;16;18;
1;4;5;9;11;14;16;19;
1;4;5;9;11;14;16;20;
1;4;5;9;11;14;17;18;
1;4;5;9;11;14;17;19;
1;4;5;9;11;14;17;20;
1;4;5;10;11;12;15;18;
1;4;5;10;11;12;15;19;
1;4;5;10;11;12;15;20;
1;4;5;10;11;12;16;18;
1;4;5;10;11;12;16;19;
1;4;5;10;11;12;16;20;
1;4;5;10;11;12;17;18;
1;4;5;10;11;12;17;19;
1;4;5;10;11;12;17;20;
1;4;5;10;11;13;15;18;
1;4;5;10;11;13;15;19;
1;4;5;10;11;13;15;20;
1;4;5;10;11;13;16;18;
1;4;5;10;11;13;16;19;
1;4;5;10;11;13;16;20;
1;4;5;10;11;13;17;18;
1;4;5;10;11;13;17;19;
1;4;5;10;11;13;17;20;
1;4;5;10;11;14;15;18;
1;4;5;10;11;14;15;19;
1;4;5;10;11;14;15;20;
1;4;5;10;11;14;16;18;
1;4;5;10;11;14;16;19;
1;4;5;10;11;14;16;20;
1;4;5;10;11;14;17;18;
1;4;5;10;11;14;17;19;
1;4;5;10;11;14;17;20;
1;4;6;8;11;12;15;18;
1;4;6;8;11;12;15;19;
1;4;6;8;11;12;15;20;
1;4;6;8;11;12;16;18;
1;4;6;8;11;12;16;19;
1;4;6;8;11;12;16;20;
1;4;6;8;11;12;17;18;
1;4;6;8;11;12;17;19;
1;4;6;8;11;12;17;20;
1;4;6;8;11;13;15;18;
1;4;6;8;11;13;15;19;
1;4;6;8;11;13;15;20;
1;4;6;8;11;13;16;18;
1;4;6;8;11;13;16;19;
1;4;6;8;11;13;16;20;
1;4;6;8;11;13;17;18;
1;4;6;8;11;13;17;19;
1;4;6;8;11;13;17;20;
1;4;6;8;11;14;15;18;
1;4;6;8;11;14;15;19;
1;4;6;8;11;14;15;20;
1;4;6;8;11;14;16;18;
1;4;6;8;11;14;16;19;
1;4;6;8;11;14;16;20;
1;4;6;8;11;14;17;18;
1;4;6;8;11;14;17;19;
1;4;6;8;11;14;17;20;
1;4;6;9;11;12;15;18;
1;4;6;9;11;12;15;19;
1;4;6;9;11;12;15;20;
1;4;6;9;11;12;16;18;
1;4;6;9;11;12;16;19;
1;4;6;9;11;12;16;20;
1;4;6;9;11;12;17;18;
1;4;6;9;11;12;17;19;
1;4;6;9;11;12;17;20;
1;4;6;9;11;13;15;18;
1;4;6;9;11;13;15;19;
1;4;6;9;11;13;15;20;
1;4;6;9;11;13;16;18;
1;4;6;9;11;13;16;19;
1;4;6;9;11;13;16;20;
1;4;6;9;11;13;17;18;
1;4;6;9;11;13;17;19;
1;4;6;9;11;13;17;20;
1;4;6;9;11;14;15;18;
1;4;6;9;11;14;15;19;
1;4;6;9;11;14;15;20;
1;4;6;9;11;14;16;18;
1;4;6;9;11;14;16;19;
1;4;6;9;11;14;16;20;
1;4;6;9;11;14;17;18;
1;4;6;9;11;14;17;19;
1;4;6;9;11;14;17;20;
1;4;6;10;11;12;15;18;
1;4;6;10;11;12;15;19;
1;4;6;10;11;12;15;20;
1;4;6;10;11;12;16;18;
1;4;6;10;11;12;16;19;
1;4;6;10;11;12;16;20;
1;4;6;10;11;12;17;18;
1;4;6;10;11;12;17;19;
1;4;6;10;11;12;17;20;
1;4;6;10;11;13;15;18;
1;4;6;10;11;13;15;19;
1;4;6;10;11;13;15;20;
1;4;6;10;11;13;16;18;
1;4;6;10;11;13;16;19;
1;4;6;10;11;13;16;20;
1;4;6;10;11;13;17;18;
1;4;6;10;11;13;17;19;
1;4;6;10;11;13;17;20;
1;4;6;10;11;14;15;18;
1;4;6;10;11;14;15;19;
1;4;6;10;11;14;15;20;
1;4;6;10;11;14;16;18;
1;4;6;10;11;14;16;19;
1;4;6;10;11;14;16;20;
1;4;6;10;11;14;17;18;
1;4;6;10;11;14;17;19;
1;4;6;10;11;14;17;20;
1;4;7;8;11;12;15;18;
1;4;7;8;11;12;15;19;
1;4;7;8;11;12;15;20;
1;4;7;8;11;12;16;18;
1;4;7;8;11;12;16;19;
1;4;7;8;11;12;16;20;
1;4;7;8;11;12;17;18;
1;4;7;8;11;12;17;19;
1;4;7;8;11;12;17;20;
1;4;7;8;11;13;15;18;
1;4;7;8;11;13;15;19;
1;4;7;8;11;13;15;20;
1;4;7;8;11;13;16;18;
1;4;7;8;11;13;16;19;
1;4;7;8;11;13;16;20;
1;4;7;8;11;13;17;18;
1;4;7;8;11;13;17;19;
1;4;7;8;11;13;17;20;
1;4;7;8;11;14;15;18;
1;4;7;8;11;14;15;19;
1;4;7;8;11;14;15;20;
1;4;7;8;11;14;16;18;
1;4;7;8;11;14;16;19;
1;4;7;8;11;14;16;20;
1;4;7;8;11;14;17;18;
1;4;7;8;11;14;17;19;
1;4;7;8;11;14;17;20;
1;4;7;9;11;12;15;18;
1;4;7;9;11;12;15;19;
1;4;7;9;11;12;15;20;
1;4;7;9;11;12;16;18;
1;4;7;9;11;12;16;19;
1;4;7;9;11;12;16;20;
1;4;7;9;11;12;17;18;
1;4;7;9;11;12;17;19;
1;4;7;9;11;12;17;20;
1;4;7;9;11;13;15;18;
1;4;7;9;11;13;15;19;
1;4;7;9;11;13;15;20;
1;4;7;9;11;13;16;18;
1;4;7;9;11;13;16;19;
1;4;7;9;11;13;16;20;
1;4;7;9;11;13;17;18;
1;4;7;9;11;13;17;19;
1;4;7;9;11;13;17;20;
1;4;7;9;11;14;15;18;
1;4;7;9;11;14;15;19;
1;4;7;9;11;14;15;20;
1;4;7;9;11;14;16;18;
1;4;7;9;11;14;16;19;
1;4;7;9;11;14;16;20;
1;4;7;9;11;14;17;18;
1;4;7;9;11;14;17;19;
1;4;7;9;11;14;17;20;
1;4;7;10;11;12;15;18;
1;4;7;10;11;12;15;19;
1;4;7;10;11;12;15;20;
1;4;7;10;11;12;16;18;
1;4;7;10;11;12;16;19;
1;4;7;10;11;12;16;20;
1;4;7;10;11;12;17;18;
1;4;7;10;11;12;17;19;
1;4;7;10;11;12;17;20;
1;4;7;10;11;13;15;18;
1;4;7;10;11;13;15;19;
1;4;7;10;11;13;15;20;
1;4;7;10;11;13;16;18;
1;4;7;10;11;13;16;19;
1;4;7;10;11;13;16;20;
1;4;7;10;11;13;17;18;
1;4;7;10;11;13;17;19;
1;4;7;10;11;13;17;20;
1;4;7;10;11;14;15;18;
1;4;7;10;11;14;15;19;
1;4;7;10;11;14;15;20;
1;4;7;10;11;14;16;18;
1;4;7;10;11;14;16;19;
1;4;7;10;11;14;16;20;
1;4;7;10;11;14;17;18;
1;4;7;10;11;14;17;19;
1;4;7;10;11;14;17;20;
